"No.","Time","Source","Destination","Protocol","Length","Info"
"1310","113.100635","192.168.42.5","174.129.241.15","TLSv1.2","451","Application Data"
"1311","113.104029","192.168.42.5","142.250.201.14","QUIC","1062","Protected Payload (KP0), DCID=da28fe54590e2356"
"1312","113.108002","192.168.42.5","8.8.8.8","DNS","85","Standard query 0xad88 A tpc.googlesyndication.com"
"1313","113.122055","192.168.42.5","172.217.18.34","QUIC","75","Protected Payload (KP0), DCID=4d389af2cf633f57"
"1314","113.125022","192.168.42.5","142.250.200.226","QUIC","75","Protected Payload (KP0), DCID=d3e336bf849bfc24"
"1315","113.130363","209.191.163.208","192.168.42.5","TCP","66","443  >  50411 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1340 SACK_PERM WS=4096"
"1316","113.130398","192.168.42.5","209.191.163.208","TCP","54","50411  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1317","113.130533","192.168.42.5","209.191.163.208","TLSv1.3","571","Client Hello"
"1318","113.148023","192.168.42.5","95.101.219.45","TCP","54","50404  >  443 [ACK] Seq=2835 Ack=2725 Win=130304 Len=0"
"1319","113.196054","192.168.42.5","8.8.4.4","DNS","79","Standard query 0xf442 A exch.quantserve.com"
"1320","113.210961","192.168.42.5","8.8.4.4","DNS","85","Standard query 0xad88 A tpc.googlesyndication.com"
"1321","113.278600","95.101.219.45","192.168.42.5","TCP","54","443  >  50405 [ACK] Seq=271 Ack=698 Win=64128 Len=0"
"1322","113.279937","95.101.219.45","192.168.42.5","TLSv1.3","341","Application Data"
"1323","113.279987","8.8.8.8","192.168.42.5","DNS","87","Standard query response 0x49b3 A s0.2mdn.net A 216.58.198.70"
"1324","113.280046","23.10.245.159","192.168.42.5","TCP","54","443  >  50406 [ACK] Seq=265 Ack=732 Win=64128 Len=0"
"1325","113.280058","23.10.245.159","192.168.42.5","TCP","54","443  >  50406 [ACK] Seq=265 Ack=830 Win=64128 Len=0"
"1326","113.280111","23.10.245.159","192.168.42.5","TLSv1.3","357","Application Data"
"1327","113.280172","23.10.245.159","192.168.42.5","TCP","54","443  >  50407 [ACK] Seq=265 Ack=732 Win=64128 Len=0"
"1328","113.280187","23.10.245.159","192.168.42.5","TCP","54","443  >  50406 [ACK] Seq=568 Ack=1697 Win=64128 Len=0"
"1329","113.280229","23.10.245.159","192.168.42.5","TCP","54","443  >  50406 [ACK] Seq=568 Ack=2185 Win=64128 Len=0"
"1330","113.280239","23.10.245.159","192.168.42.5","TCP","54","443  >  50406 [ACK] Seq=568 Ack=2672 Win=63744 Len=0"
"1331","113.280299","23.10.245.159","192.168.42.5","TLSv1.3","124","Application Data"
"1332","113.280313","192.168.42.5","23.10.245.159","TCP","54","50406  >  443 [ACK] Seq=2672 Ack=638 Win=130560 Len=0"
"1333","113.280357","3.122.138.253","192.168.42.5","TCP","54","443  >  50410 [ACK] Seq=1 Ack=518 Win=28160 Len=0"
"1334","113.280404","3.122.138.253","192.168.42.5","TLSv1.2","1394","Server Hello"
"1335","113.280469","3.122.138.253","192.168.42.5","TCP","1394","443  >  50410 [ACK] Seq=1341 Ack=518 Win=28160 Len=1340 [TCP segment of a reassembled PDU]"
"1336","113.280476","192.168.42.5","3.122.138.253","TCP","54","50410  >  443 [ACK] Seq=518 Ack=2681 Win=131072 Len=0"
"1337","113.280489","3.122.138.253","192.168.42.5","TCP","130","[TCP Previous segment not captured] 443  >  50410 [PSH, ACK] Seq=4021 Ack=518 Win=28160 Len=76 [TCP segment of a reassembled PDU]"
"1338","113.280496","192.168.42.5","3.122.138.253","TCP","66","[TCP Dup ACK 1336#1] 50410  >  443 [ACK] Seq=518 Ack=2681 Win=131072 Len=0 SLE=4021 SRE=4097"
"1339","113.280572","3.122.138.253","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50410 [ACK] Seq=2681 Ack=518 Win=28160 Len=1340 [TCP segment of a reassembled PDU]"
"1340","113.280580","192.168.42.5","3.122.138.253","TCP","54","50410  >  443 [ACK] Seq=518 Ack=4097 Win=131072 Len=0"
"1341","113.280591","23.10.245.159","192.168.42.5","TLSv1.3","350","Application Data"
"1342","113.280598","3.122.138.253","192.168.42.5","TLSv1.2","191","[TCP Previous segment not captured] , Ignored Unknown Record"
"1343","113.280601","192.168.42.5","3.122.138.253","TCP","66","[TCP Dup ACK 1340#1] 50410  >  443 [ACK] Seq=518 Ack=4097 Win=131072 Len=0 SLE=5437 SRE=5574"
"1344","113.280613","192.168.42.5","216.58.198.70","QUIC","1292","Initial, DCID=288fab559f6f00a4, PKN: 1, PING, PADDING, CRYPTO, PING, PADDING, PING, PING, CRYPTO, PADDING"
"1345","113.281201","192.168.42.5","23.10.245.159","TLSv1.3","85","Application Data"
"1346","113.281692","192.168.42.5","216.58.198.70","QUIC","121","0-RTT, DCID=288fab559f6f00a4"
"1347","113.281807","192.168.42.5","216.58.198.70","QUIC","473","0-RTT, DCID=288fab559f6f00a4"
"1348","113.282642","192.168.42.5","23.10.245.159","TLSv1.3","542","Application Data"
"1349","113.282737","3.122.138.253","192.168.42.5","TCP","1394","[TCP Out-Of-Order] 443  >  50410 [ACK] Seq=4097 Ack=518 Win=28160 Len=1340"
"1350","113.282755","192.168.42.5","3.122.138.253","TCP","54","50410  >  443 [ACK] Seq=518 Ack=5574 Win=131072 Len=0"
"1351","113.282803","23.10.245.159","192.168.42.5","TLSv1.3","357","Application Data"
"1352","113.282815","192.168.42.5","23.10.245.159","TCP","54","50407  >  443 [RST, ACK] Seq=733 Ack=568 Win=0 Len=0"
"1353","113.282905","23.10.245.159","192.168.42.5","TLSv1.3","350","Application Data"
"1354","113.282919","23.10.245.159","192.168.42.5","TLSv1.3","93","Application Data"
"1355","113.282936","23.10.245.159","192.168.42.5","TLSv1.3","78","Application Data"
"1356","113.282979","8.8.8.8","192.168.42.5","DNS","253","Standard query response 0xf442 A exch.quantserve.com CNAME 2kpixel.quantserve.com CNAME global.px.quantserve.com A 91.228.74.244 A 91.228.74.200 A 91.228.74.206 A 91.228.74.166 A 91.228.74.251 A 91.228.74.208 A 91.228.74.159 A 91.228.74.168"
"1357","113.283007","23.10.245.159","192.168.42.5","TLSv1.3","350","Application Data"
"1358","113.283013","192.168.42.5","23.10.245.159","TCP","54","50406  >  443 [ACK] Seq=3191 Ack=1526 Win=131072 Len=0"
"1359","113.283052","23.10.245.159","192.168.42.5","TCP","54","443  >  50407 [FIN, ACK] Seq=631 Ack=733 Win=64128 Len=0"
"1360","113.283103","8.8.8.8","192.168.42.5","DNS","101","Standard query response 0xad88 A tpc.googlesyndication.com A 142.250.200.225"
"1361","113.283157","8.8.4.4","192.168.42.5","DNS","87","Standard query response 0x49b3 A s0.2mdn.net A 216.58.198.70"
"1362","113.283220","142.250.201.14","192.168.42.5","QUIC","69","Protected Payload (KP0)"
"1363","113.283240","23.10.245.159","192.168.42.5","TCP","54","[TCP Dup ACK 1330#1] 443  >  50406 [ACK] Seq=1526 Ack=2672 Win=64128 Len=0"
"1364","113.283277","172.217.18.34","192.168.42.5","QUIC","67","Protected Payload (KP0)"
"1365","113.283326","142.250.200.226","192.168.42.5","QUIC","67","Protected Payload (KP0)"
"1366","113.283376","142.250.201.14","192.168.42.5","QUIC","125","Protected Payload (KP0)"
"1367","113.283427","142.250.201.14","192.168.42.5","QUIC","67","Protected Payload (KP0)"
"1368","113.283475","174.129.241.15","192.168.42.5","TCP","54","443  >  50408 [ACK] Seq=5538 Ack=749 Win=28160 Len=0"
"1369","113.283489","174.129.241.15","192.168.42.5","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1370","113.283550","174.129.241.15","192.168.42.5","TLSv1.2","132","Application Data"
"1371","113.283560","192.168.42.5","174.129.241.15","TCP","54","50408  >  443 [ACK] Seq=3826 Ack=5874 Win=130816 Len=0"
"1372","113.283603","174.129.241.15","192.168.42.5","TCP","54","443  >  50408 [ACK] Seq=5874 Ack=3826 Win=64000 Len=0"
"1373","113.283690","174.129.241.15","192.168.42.5","TCP","1394","443  >  50408 [ACK] Seq=5874 Ack=3826 Win=64000 Len=1340 [TCP segment of a reassembled PDU]"
"1374","113.283733","192.168.42.5","142.250.201.14","QUIC","77","Protected Payload (KP0), DCID=da28fe54590e2356"
"1375","113.283768","174.129.241.15","192.168.42.5","TCP","1394","443  >  50408 [ACK] Seq=7214 Ack=3826 Win=64000 Len=1340 [TCP segment of a reassembled PDU]"
"1376","113.283776","192.168.42.5","174.129.241.15","TCP","54","50408  >  443 [ACK] Seq=3826 Ack=8554 Win=131072 Len=0"
"1377","113.283868","174.129.241.15","192.168.42.5","TCP","1394","443  >  50408 [ACK] Seq=8554 Ack=3826 Win=64000 Len=1340 [TCP segment of a reassembled PDU]"
"1378","113.283889","174.129.241.15","192.168.42.5","TCP","1394","443  >  50408 [ACK] Seq=9894 Ack=3826 Win=64000 Len=1340 [TCP segment of a reassembled PDU]"
"1379","113.283896","192.168.42.5","174.129.241.15","TCP","54","50408  >  443 [ACK] Seq=3826 Ack=11234 Win=131072 Len=0"
"1380","113.284222","192.168.42.5","142.250.200.225","QUIC","1292","Initial, DCID=845dadc61d943cf5, PKN: 1, CRYPTO, CRYPTO, PING, PADDING, CRYPTO, PADDING, CRYPTO, PING, PADDING, CRYPTO, CRYPTO, CRYPTO, CRYPTO"
"1381","113.285187","192.168.42.5","3.122.138.253","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1382","113.285265","174.129.241.15","192.168.42.5","TCP","1394","443  >  50408 [ACK] Seq=11234 Ack=3826 Win=64000 Len=1340 [TCP segment of a reassembled PDU]"
"1383","113.285588","192.168.42.5","174.129.241.15","TLSv1.2","92","Application Data"
"1384","113.285848","192.168.42.5","91.228.74.244","TLSv1.2","1257","Application Data"
"1385","113.287779","192.168.42.5","142.250.200.225","QUIC","121","0-RTT, DCID=845dadc61d943cf5"
"1386","113.287934","192.168.42.5","142.250.200.225","QUIC","506","0-RTT, DCID=845dadc61d943cf5"
"1387","113.288575","174.129.241.15","192.168.42.5","TCP","1394","443  >  50408 [ACK] Seq=12574 Ack=3826 Win=64000 Len=1340 [TCP segment of a reassembled PDU]"
"1388","113.288604","192.168.42.5","174.129.241.15","TCP","54","50408  >  443 [ACK] Seq=3864 Ack=13914 Win=131072 Len=0"
"1389","113.288642","174.129.241.15","192.168.42.5","TCP","1394","443  >  50408 [ACK] Seq=13914 Ack=3826 Win=64000 Len=1340 [TCP segment of a reassembled PDU]"
"1390","113.288651","192.168.42.5","174.129.241.15","TCP","54","50408  >  443 [ACK] Seq=3864 Ack=15254 Win=131072 Len=0"
"1391","113.288741","174.129.241.15","192.168.42.5","TCP","54","443  >  50409 [ACK] Seq=1 Ack=518 Win=28160 Len=0"
"1392","113.288755","174.129.241.15","192.168.42.5","TLSv1.2","1394","Server Hello"
"1393","113.288823","174.129.241.15","192.168.42.5","TCP","1394","443  >  50409 [ACK] Seq=1341 Ack=518 Win=28160 Len=1340 [TCP segment of a reassembled PDU]"
"1394","113.288829","192.168.42.5","174.129.241.15","TCP","54","50409  >  443 [ACK] Seq=518 Ack=2681 Win=131072 Len=0"
"1395","113.288873","174.129.241.15","192.168.42.5","TCP","1394","443  >  50409 [ACK] Seq=2681 Ack=518 Win=28160 Len=1340 [TCP segment of a reassembled PDU]"
"1396","113.290077","174.129.241.15","192.168.42.5","TLSv1.2","1394","Certificate"
"1397","113.290105","192.168.42.5","174.129.241.15","TCP","54","50409  >  443 [ACK] Seq=518 Ack=5361 Win=131072 Len=0"
"1398","113.290132","174.129.241.15","192.168.42.5","TLSv1.2","231","Server Key Exchange, Server Hello Done"
"1399","113.290182","174.129.241.15","192.168.42.5","TLSv1.2","984","Application Data, Application Data"
"1400","113.290500","192.168.42.5","174.129.241.15","TLSv1.2","180","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"1401","113.309688","192.168.42.5","142.250.201.14","QUIC","75","Protected Payload (KP0), DCID=da28fe54590e2356"
"1402","113.316173","209.191.163.208","192.168.42.5","TCP","66","443  >  50412 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1340 SACK_PERM WS=4096"
"1403","113.316222","192.168.42.5","209.191.163.208","TCP","54","50412  >  443 [ACK] Seq=1 Ack=1 Win=131072 Len=0"
"1404","113.316361","192.168.42.5","209.191.163.208","TLSv1.3","571","Client Hello"
"1405","113.320728","192.168.42.5","95.101.219.45","TCP","54","50405  >  443 [ACK] Seq=698 Ack=558 Win=130560 Len=0"
"1406","113.334691","8.8.4.4","192.168.42.5","DNS","101","Standard query response 0xad88 A tpc.googlesyndication.com A 142.250.200.225"
"1407","113.334861","8.8.4.4","192.168.42.5","DNS","253","Standard query response 0xf442 A exch.quantserve.com CNAME 2kpixel.quantserve.com CNAME global.px.quantserve.com A 91.228.74.244 A 91.228.74.208 A 91.228.74.159 A 91.228.74.168 A 91.228.74.166 A 91.228.74.251 A 91.228.74.206 A 91.228.74.200"
"1408","113.335473","192.168.42.5","174.129.241.15","TCP","54","50408  >  443 [ACK] Seq=3864 Ack=16184 Win=130304 Len=0"
"1409","113.339199","192.168.42.5","95.101.219.45","TCP","1394","50404  >  443 [ACK] Seq=2835 Ack=2725 Win=130304 Len=1340 [TCP segment of a reassembled PDU]"
"1410","113.339199","192.168.42.5","95.101.219.45","TLSv1.3","1166","Application Data"
"1411","113.353401","23.10.245.159","192.168.42.5","TCP","54","443  >  50406 [ACK] Seq=1526 Ack=2703 Win=64128 Len=0"
"1412","113.353447","23.10.245.159","192.168.42.5","TCP","54","443  >  50406 [ACK] Seq=1526 Ack=3191 Win=64128 Len=0"
"1413","113.353488","23.10.245.159","192.168.42.5","TLSv1.3","350","Application Data"
"1414","113.361018","216.58.198.70","192.168.42.5","QUIC","1292","Initial, SCID=288fab559f6f00a4, PKN: 1, ACK, CRYPTO, PADDING"
"1415","113.362414","192.168.42.5","216.58.198.70","QUIC","1292","Initial, DCID=288fab559f6f00a4, PKN: 4, ACK, PADDING"
"1416","113.364459","3.122.138.253","192.168.42.5","TLSv1.2","105","Change Cipher Spec, Encrypted Handshake Message"
"1417","113.364741","192.168.42.5","3.122.138.253","TLSv1.2","1018","Application Data"
"1418","113.370769","174.129.241.15","192.168.42.5","TCP","54","[TCP Dup ACK 1372#1] 443  >  50408 [ACK] Seq=16184 Ack=3826 Win=64000 Len=0"
"1419","113.379725","91.228.74.244","192.168.42.5","TLSv1.2","273","Application Data"
"1420","113.379952","216.58.198.70","192.168.42.5","QUIC","1292","Handshake, SCID=288fab559f6f00a4"
"1421","113.379981","216.58.198.70","192.168.42.5","QUIC","1292","Handshake, SCID=288fab559f6f00a4"
"1422","113.379993","216.58.198.70","192.168.42.5","QUIC","106","Protected Payload (KP0)"
"1423","113.380246","192.168.42.5","216.58.198.70","QUIC","83","Handshake, DCID=288fab559f6f00a4"
"1424","113.381328","216.58.198.70","192.168.42.5","QUIC","1280","Handshake, SCID=288fab559f6f00a4"
"1425","113.381386","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1426","113.381512","142.250.200.225","192.168.42.5","QUIC","822","Protected Payload (KP0)"
"1427","113.381531","142.250.200.225","192.168.42.5","QUIC","144","Protected Payload (KP0)"
"1428","113.381542","142.250.200.225","192.168.42.5","QUIC","67","Protected Payload (KP0)"
"1429","113.381622","142.250.200.225","192.168.42.5","QUIC","1288","Protected Payload (KP0)"
"1430","113.381673","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1431","113.381691","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1432","113.381989","192.168.42.5","142.250.200.225","QUIC","120","Handshake, DCID=845dadc61d943cf5"
"1433","113.382044","192.168.42.5","142.250.200.225","QUIC","75","Protected Payload (KP0), DCID=845dadc61d943cf5"
"1434","113.382155","192.168.42.5","142.250.200.225","QUIC","77","Protected Payload (KP0), DCID=845dadc61d943cf5"
"1435","113.382190","192.168.42.5","142.250.200.225","QUIC","75","Protected Payload (KP0), DCID=845dadc61d943cf5"
"1436","113.382991","192.168.42.5","216.58.198.70","QUIC","131","Handshake, DCID=288fab559f6f00a4"
"1437","113.383064","192.168.42.5","216.58.198.70","QUIC","511","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1438","113.383684","192.168.42.5","8.8.8.8","DNS","83","Standard query 0xf168 A protected-by.clarium.io"
"1439","113.384876","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1440","113.384960","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1441","113.385007","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1442","113.385072","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1443","113.385115","192.168.42.5","142.250.200.225","QUIC","75","Protected Payload (KP0), DCID=845dadc61d943cf5"
"1444","113.385129","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1445","113.385168","192.168.42.5","142.250.200.225","QUIC","75","Protected Payload (KP0), DCID=845dadc61d943cf5"
"1446","113.385197","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1447","113.385245","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1448","113.385282","192.168.42.5","142.250.200.225","QUIC","75","Protected Payload (KP0), DCID=845dadc61d943cf5"
"1449","113.390075","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1450","113.390163","142.250.200.225","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1451","113.390210","142.250.200.225","192.168.42.5","QUIC","1149","Protected Payload (KP0)"
"1452","113.390244","192.168.42.5","142.250.200.225","QUIC","75","Protected Payload (KP0), DCID=845dadc61d943cf5"
"1453","113.390260","142.250.201.14","192.168.42.5","QUIC","67","Protected Payload (KP0)"
"1454","113.390305","192.168.42.5","142.250.200.225","QUIC","75","Protected Payload (KP0), DCID=845dadc61d943cf5"
"1455","113.394275","95.101.219.45","192.168.42.5","TCP","54","443  >  50404 [ACK] Seq=2725 Ack=4175 Win=64128 Len=0"
"1456","113.394320","95.101.219.45","192.168.42.5","TCP","54","443  >  50404 [ACK] Seq=2725 Ack=5287 Win=64128 Len=0"
"1457","113.396548","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [ACK] Seq=2725 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1458","113.396625","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [PSH, ACK] Seq=4065 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1459","113.396638","192.168.42.5","95.101.219.45","TCP","54","50404  >  443 [ACK] Seq=5287 Ack=5405 Win=131072 Len=0"
"1460","113.396960","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [ACK] Seq=5405 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1461","113.397181","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [PSH, ACK] Seq=6745 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1462","113.397193","192.168.42.5","95.101.219.45","TCP","54","50404  >  443 [ACK] Seq=5287 Ack=8085 Win=131072 Len=0"
"1463","113.397787","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [ACK] Seq=8085 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1464","113.399030","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [PSH, ACK] Seq=9425 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1465","113.399062","192.168.42.5","95.101.219.45","TCP","54","50404  >  443 [ACK] Seq=5287 Ack=10765 Win=131072 Len=0"
"1466","113.399180","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [ACK] Seq=10765 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1467","113.399229","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [PSH, ACK] Seq=12105 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1468","113.399238","192.168.42.5","95.101.219.45","TCP","54","50404  >  443 [ACK] Seq=5287 Ack=13445 Win=131072 Len=0"
"1469","113.399292","192.168.42.5","23.10.245.159","TCP","54","50406  >  443 [ACK] Seq=3191 Ack=1822 Win=130816 Len=0"
"1470","113.403204","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [ACK] Seq=13445 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1471","113.403268","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [PSH, ACK] Seq=14785 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1472","113.403280","192.168.42.5","95.101.219.45","TCP","54","50404  >  443 [ACK] Seq=5287 Ack=16125 Win=131072 Len=0"
"1473","113.404369","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [ACK] Seq=16125 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1474","113.404521","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [PSH, ACK] Seq=17465 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1475","113.404534","192.168.42.5","95.101.219.45","TCP","54","50404  >  443 [ACK] Seq=5287 Ack=18805 Win=131072 Len=0"
"1476","113.404569","95.101.219.45","192.168.42.5","TLSv1.3","1394","Application Data"
"1477","113.405326","192.168.42.5","95.101.219.45","TCP","54","50404  >  443 [FIN, ACK] Seq=5287 Ack=20145 Win=131072 Len=0"
"1478","113.405543","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1479","113.414848","95.101.219.45","192.168.42.5","TCP","1394","443  >  50404 [PSH, ACK] Seq=20145 Ack=5287 Win=64128 Len=1340 [TCP segment of a reassembled PDU]"
"1480","113.414884","192.168.42.5","95.101.219.45","TCP","54","50404  >  443 [RST, ACK] Seq=5288 Ack=21485 Win=0 Len=0"
"1481","113.414951","95.101.219.45","192.168.42.5","TLSv1.3","1243","Application Data"
"1482","113.421411","192.168.42.5","8.8.8.8","DNS","73","Standard query 0x87a1 A trk.clinch.co"
"1483","113.431206","192.168.42.5","91.228.74.244","TCP","54","50403  >  443 [ACK] Seq=2781 Ack=4524 Win=130048 Len=0"
"1484","113.445878","3.122.138.253","192.168.42.5","TLSv1.2","379","Application Data"
"1485","113.445947","142.250.200.225","192.168.42.5","QUIC","163","Protected Payload (KP0)"
"1486","113.445999","142.250.200.225","192.168.42.5","QUIC","67","Protected Payload (KP0)"
"1487","113.450665","95.101.219.45","192.168.42.5","TLSv1.3","78","Application Data"
"1488","113.450719","174.129.241.15","192.168.42.5","TLSv1.2","312","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"1489","113.450764","174.129.241.15","192.168.42.5","TLSv1.2","123","Application Data"
"1490","113.450776","192.168.42.5","174.129.241.15","TCP","54","50409  >  443 [ACK] Seq=644 Ack=5865 Win=130816 Len=0"
"1491","113.450838","216.58.198.70","192.168.42.5","QUIC","870","Protected Payload (KP0)"
"1492","113.452064","216.58.198.70","192.168.42.5","QUIC","163","Protected Payload (KP0)"
"1493","113.452108","95.101.219.45","192.168.42.5","TCP","54","443  >  50404 [FIN, ACK] Seq=22698 Ack=5288 Win=64128 Len=0"
"1494","113.452168","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1495","113.452176","8.8.8.8","192.168.42.5","DNS","115","Standard query response 0xf168 A protected-by.clarium.io A 54.194.79.34 A 34.240.101.61"
"1496","113.452560","192.168.42.5","54.194.79.34","TCP","66","50413  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1497","113.457014","216.58.198.70","192.168.42.5","QUIC","594","Protected Payload (KP0)"
"1498","113.457076","216.58.198.70","192.168.42.5","QUIC","1288","Protected Payload (KP0)"
"1499","113.457150","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1500","113.457311","192.168.42.5","216.58.198.70","QUIC","77","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1501","113.457368","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1502","113.457963","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1503","113.458032","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1504","113.458109","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1505","113.458774","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1506","113.468105","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1507","113.468233","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1508","113.471094","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1509","113.471188","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1510","113.471272","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1511","113.471302","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1512","113.471392","192.168.42.5","142.250.200.225","QUIC","75","Protected Payload (KP0), DCID=845dadc61d943cf5"
"1513","113.471574","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1514","113.471632","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1515","113.473366","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1516","113.473439","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1517","113.473511","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1518","113.481102","8.8.8.8","192.168.42.5","DNS","169","Standard query response 0x87a1 A trk.clinch.co A 3.218.179.185 A 3.220.229.144 A 3.232.79.195 A 3.227.125.143 A 3.216.85.62 A 54.209.93.43"
"1519","113.481199","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1520","113.481274","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1521","113.481323","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1522","113.481361","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1523","113.481573","216.58.198.70","192.168.42.5","QUIC","1292","Protected Payload (KP0)"
"1524","113.481606","192.168.42.5","3.218.179.185","TCP","66","50414  >  443 [SYN] Seq=0 Win=64240 Len=0 MSS=1460 WS=256 SACK_PERM"
"1525","113.481655","192.168.42.5","216.58.198.70","QUIC","75","Protected Payload (KP0), DCID=288fab559f6f00a4"
"1526","113.481959","209.191.163.208","192.168.42.5","TLSv1.3","1394","Server Hello, Change Cipher Spec, Application Data"
"1527","113.482225","209.191.163.208","192.168.42.5","TCP","1394","443  >  50411 [ACK] Seq=1341 Ack=518 Win=69632 Len=1340 [TCP segment of a reassembled PDU]"
"1528","113.482237","192.168.42.5","209.191.163.208","TCP","54","50411  >  443 [ACK] Seq=518 Ack=2681 Win=131072 Len=0"
"1529","113.482254","209.191.163.208","192.168.42.5","TCP","130","[TCP Previous segment not captured] 443  >  50411 [PSH, ACK] Seq=4021 Ack=518 Win=69632 Len=76 [TCP segment of a reassembled PDU]"
"1530","113.482261","192.168.42.5","209.191.163.208","TCP","66","[TCP Dup ACK 1528#1] 50411  >  443 [ACK] Seq=518 Ack=2681 Win=131072 Len=0 SLE=4021 SRE=4097"
